STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
722;2023091507;10;8.9;160;eor
722;2023091508;10;8.8;170;eor
722;2023091509;10;8.5;170;eor
722;2023091510;10;6.1;170;eor
722;2023091511;10;5.8;160;eor
722;2023091512;10;5.7;160;eor
722;2023091513;10;5.9;150;eor
722;2023091514;10;6.5;150;eor
722;2023091515;10;7.2;170;eor
722;2023091516;10;6.4;160;eor
722;2023091517;10;6.0;150;eor
722;2023091518;10;6.9;140;eor
722;2023091519;10;9.3;140;eor
722;2023091520;10;9.5;150;eor
722;2023091521;10;9.3;160;eor
722;2023091522;10;9.4;170;eor
722;2023091523;10;9.9;180;eor
722;2023091600;10;9.1;180;eor
722;2023091601;10;7.8;180;eor
722;2023091602;10;6.0;180;eor
722;2023091603;10;5.2;180;eor
722;2023091604;10;4.5;180;eor
722;2023091605;10;3.5;190;eor
722;2023091606;10;3.5;180;eor
722;2023091607;10;3.0;190;eor
722;2023091608;10;1.7;180;eor
722;2023091609;10;2.5;190;eor
722;2023091610;10;3.1;190;eor
722;2023091611;10;3.6;180;eor
722;2023091612;10;4.0;210;eor
722;2023091613;10;5.0;220;eor
722;2023091614;10;4.4;210;eor
722;2023091615;10;5.1;210;eor
722;2023091616;10;4.3;230;eor
722;2023091617;10;3.2;220;eor
722;2023091618;10;4.4;210;eor
722;2023091619;10;6.3;220;eor
722;2023091620;10;6.4;220;eor
722;2023091621;10;6.6;220;eor
722;2023091622;10;6.8;220;eor
722;2023091623;10;6.7;230;eor
722;2023091700;10;6.4;230;eor
722;2023091701;10;5.2;220;eor
722;2023091702;10;3.3;240;eor
722;2023091703;10;1.7;220;eor
722;2023091704;10;1.4;100;eor
722;2023091705;10;3.4;180;eor
722;2023091706;10;5.1;190;eor
722;2023091707;10;4.7;190;eor
722;2023091708;10;6.2;180;eor
722;2023091709;10;7.3;180;eor
722;2023091710;10;7.8;180;eor
722;2023091711;10;10.1;180;eor
722;2023091712;10;10.7;180;eor
722;2023091713;10;9.5;180;eor
722;2023091714;10;8.9;180;eor
722;2023091715;10;9.8;180;eor
722;2023091716;10;8.7;180;eor
722;2023091717;10;7.2;180;eor
722;2023091718;10;7.9;190;eor
722;2023091719;10;8.6;190;eor
722;2023091720;10;9.7;190;eor
722;2023091721;10;10.1;200;eor
722;2023091722;10;12.2;200;eor
722;2023091723;10;11.6;190;eor
722;2023091800;10;12.5;200;eor
722;2023091801;10;13.5;200;eor
722;2023091802;10;11.4;190;eor
722;2023091803;10;10.1;190;eor
722;2023091804;10;11.0;180;eor
722;2023091805;10;11.3;180;eor
722;2023091806;10;14.2;190;eor
722;2023091807;10;15.2;200;eor
722;2023091808;10;16.8;200;eor
722;2023091809;10;20.8;210;eor
722;2023091810;10;20.4;220;eor
722;2023091811;10;19.4;210;eor
722;2023091812;10;17.2;220;eor
722;2023091813;10;16.6;220;eor
722;2023091814;10;14.7;220;eor
722;2023091815;10;12.5;220;eor
722;2023091816;10;13.3;220;eor
722;2023091817;10;13.3;210;eor
722;2023091818;10;13.9;210;eor
722;2023091819;10;13.4;210;eor
722;2023091820;10;15.3;220;eor
722;2023091821;10;15.9;220;eor
722;2023091822;10;17.2;220;eor
722;2023091823;10;18.6;230;eor
722;2023091900;10;19.2;240;eor
722;2023091901;10;18.2;240;eor
722;2023091902;10;18.6;250;eor
722;2023091903;10;19.2;250;eor
722;2023091904;10;17.4;250;eor
722;2023091905;10;19.1;250;eor
722;2023091906;10;19.3;240;eor
722;2023091907;10;20.2;250;eor
722;2023091908;10;17.3;250;eor
722;2023091909;10;17.5;240;eor
722;2023091910;10;18.1;240;eor
722;2023091911;10;18.9;240;eor
722;2023091912;10;18.4;240;eor
722;2023091913;10;18.5;230;eor
722;2023091914;10;17.5;230;eor
722;2023091915;10;18.6;220;eor
722;2023091916;10;18.9;220;eor
722;2023091917;10;18.5;220;eor
722;2023091918;10;19.1;220;eor
722;2023091919;10;21.9;230;eor
722;2023091920;10;22.6;230;eor
722;2023091921;10;21.6;230;eor
722;2023091922;10;19.9;230;eor
722;2023091923;10;18.8;230;eor
722;2023092000;10;17.0;230;eor
722;2023092001;10;17.5;230;eor
722;2023092002;10;18.3;240;eor
722;2023092003;10;18.4;240;eor
722;2023092004;10;20.1;240;eor
722;2023092005;10;20.2;240;eor
722;2023092006;10;18.8;230;eor
722;2023092007;10;18.8;230;eor
722;2023092008;10;18.4;230;eor
722;2023092009;10;18.5;220;eor
722;2023092010;10;19.7;230;eor
722;2023092011;10;19.2;220;eor
722;2023092012;10;19.4;220;eor
722;2023092013;10;15.2;220;eor
722;2023092014;10;15.7;220;eor
722;2023092015;10;14.1;210;eor
722;2023092016;10;14.6;210;eor
722;2023092017;10;14.3;200;eor
722;2023092018;10;14.4;200;eor
722;2023092019;10;14.8;200;eor
722;2023092020;10;13.6;200;eor
722;2023092021;10;13.9;200;eor
722;2023092022;10;14.7;210;eor
722;2023092023;10;15.9;220;eor
722;2023092100;10;16.6;220;eor
722;2023092101;10;14.5;220;eor
722;2023092102;10;13.7;210;eor
722;2023092103;10;13.7;210;eor
722;2023092104;10;13.9;210;eor
722;2023092105;10;14.0;220;eor
722;2023092106;10;12.5;210;eor
722;2023092107;10;12.4;210;eor
722;2023092108;10;11.8;210;eor
722;2023092109;10;12.2;210;eor
722;2023092110;10;12.9;210;eor
722;2023092111;10;15.2;210;eor
722;2023092112;10;14.9;210;eor
722;2023092113;10;15.3;210;eor
722;2023092114;10;14.1;210;eor
722;2023092115;10;11.7;200;eor
722;2023092116;10;11.0;190;eor
722;2023092117;10;10.5;170;eor
722;2023092118;10;10.7;170;eor
722;2023092119;10;11.9;170;eor
722;2023092120;10;12.0;180;eor
722;2023092121;10;12.5;180;eor
722;2023092122;10;13.2;200;eor
722;2023092123;10;16.3;240;eor
722;2023092200;10;16.5;230;eor
722;2023092201;10;14.7;240;eor
722;2023092202;10;12.9;250;eor
722;2023092203;10;13.1;250;eor
722;2023092204;10;14.7;240;eor
722;2023092205;10;13.7;240;eor
722;2023092206;10;13.4;230;eor
722;2023092207;10;12.5;230;eor
722;2023092208;10;12.8;230;eor
722;2023092209;10;13.5;230;eor
722;2023092210;10;13.1;220;eor
722;2023092211;10;13.9;220;eor
722;2023092212;10;10.7;220;eor
722;2023092213;10;10.3;210;eor
722;2023092214;10;10.9;210;eor
722;2023092215;10;9.4;210;eor
722;2023092216;10;8.8;210;eor
722;2023092217;10;8.8;210;eor
722;2023092218;10;8.1;210;eor
722;2023092219;10;7.7;210;eor
722;2023092220;10;7.5;200;eor
722;2023092221;10;9.6;200;eor
722;2023092222;10;12.3;200;eor
722;2023092223;10;12.9;210;eor
722;2023092300;10;14.8;230;eor
722;2023092301;10;14.0;230;eor
722;2023092302;10;14.7;240;eor
722;2023092303;10;14.9;240;eor
722;2023092304;10;14.6;240;eor
722;2023092305;10;13.6;240;eor
722;2023092306;10;15.0;250;eor
722;2023092307;10;14.5;260;eor
722;2023092308;10;12.8;260;eor
722;2023092309;10;12.3;250;eor
722;2023092310;10;12.8;240;eor
722;2023092311;10;13.2;240;eor
722;2023092312;10;11.2;230;eor
722;2023092313;10;10.8;230;eor
722;2023092314;10;10.5;240;eor
722;2023092315;10;10.6;250;eor
722;2023092316;10;10.9;250;eor
722;2023092317;10;9.1;240;eor
722;2023092318;10;9.8;240;eor
722;2023092319;10;9.3;250;eor
722;2023092320;10;9.6;250;eor
722;2023092321;10;11.8;250;eor
722;2023092322;10;11.2;260;eor
722;2023092323;10;10.4;260;eor
722;2023092400;10;9.3;270;eor
722;2023092401;10;9.1;270;eor
722;2023092402;10;10.0;270;eor
722;2023092403;10;9.2;280;eor
722;2023092404;10;7.7;300;eor
722;2023092405;10;8.1;290;eor
722;2023092406;10;8.2;280;eor
722;2023092407;10;7.8;280;eor
722;2023092408;10;5.9;280;eor
722;2023092409;10;4.2;270;eor
722;2023092410;10;2.4;260;eor
722;2023092411;10;2.0;50;eor
722;2023092412;10;1.6;50;eor
722;2023092413;10;2.1;160;eor
722;2023092414;10;2.4;150;eor
722;2023092415;10;3.3;170;eor
722;2023092416;10;5.0;180;eor
722;2023092417;10;4.5;180;eor
722;2023092418;10;5.3;180;eor
722;2023092419;10;7.5;180;eor
722;2023092420;10;8.8;180;eor
722;2023092421;10;8.5;180;eor
722;2023092422;10;9.8;180;eor
722;2023092423;10;11.2;180;eor
722;2023092500;10;14.3;180;eor
722;2023092501;10;14.0;180;eor
722;2023092502;10;14.2;180;eor
722;2023092503;10;14.7;180;eor
722;2023092504;10;15.1;190;eor
722;2023092505;10;14.0;190;eor
722;2023092506;10;13.6;180;eor
722;2023092507;10;12.6;190;eor
722;2023092508;10;10.7;190;eor
722;2023092509;10;10.1;190;eor
722;2023092510;10;9.0;200;eor
722;2023092511;10;6.4;180;eor
722;2023092512;10;6.3;180;eor
722;2023092513;10;6.3;180;eor
722;2023092514;10;6.7;190;eor
722;2023092515;10;7.0;190;eor
722;2023092516;10;5.9;200;eor
722;2023092517;10;5.9;200;eor
722;2023092518;10;7.0;200;eor
722;2023092519;10;7.7;190;eor
722;2023092520;10;6.8;190;eor
722;2023092521;10;5.8;200;eor
722;2023092522;10;5.1;200;eor
722;2023092523;10;4.2;200;eor
722;2023092600;10;3.8;200;eor
722;2023092601;10;3.4;200;eor
722;2023092602;10;2.4;210;eor
722;2023092603;10;2.4;180;eor
722;2023092604;10;3.0;130;eor
722;2023092605;10;4.1;140;eor
722;2023092606;10;6.3;170;eor
722;2023092607;10;8.6;180;eor
722;2023092608;10;7.9;180;eor
722;2023092609;10;7.7;180;eor
722;2023092610;10;7.9;180;eor
722;2023092611;10;7.4;190;eor
722;2023092612;10;5.2;200;eor
722;2023092613;10;3.5;200;eor
722;2023092614;10;2.6;220;eor
722;2023092615;10;1.3;360;eor
722;2023092616;10;1.3;40;eor
722;2023092617;10;2.4;210;eor
722;2023092618;10;3.8;230;eor
722;2023092619;10;5.0;220;eor
722;2023092620;10;6.1;210;eor
722;2023092621;10;8.1;220;eor
722;2023092622;10;8.7;220;eor
722;2023092623;10;8.7;210;eor
722;2023092700;10;6.8;220;eor
722;2023092701;10;6.0;220;eor
722;2023092702;10;5.7;220;eor
722;2023092703;10;5.3;220;eor
722;2023092704;10;4.1;220;eor
722;2023092705;10;4.5;260;eor
722;2023092706;10;3.1;180;eor
722;2023092707;10;3.2;70;eor
722;2023092708;10;4.0;130;eor
722;2023092709;10;5.7;170;eor
722;2023092710;10;6.5;180;eor
722;2023092711;10;5.0;180;eor
722;2023092712;10;3.5;190;eor
722;2023092713;10;2.9;190;eor
722;2023092714;10;3.3;180;eor
722;2023092715;10;3.5;170;eor
722;2023092716;10;4.0;170;eor
722;2023092717;10;4.8;170;eor
722;2023092718;10;5.2;170;eor
722;2023092719;10;8.8;170;eor
722;2023092720;10;9.8;180;eor
722;2023092721;10;10.5;180;eor
722;2023092722;10;11.1;180;eor
722;2023092723;10;12.1;180;eor
722;2023092800;10;11.7;200;eor
722;2023092801;10;12.9;210;eor
722;2023092802;10;11.7;220;eor
722;2023092803;10;11.4;220;eor
722;2023092804;10;11.2;230;eor
722;2023092805;10;12.0;250;eor
722;2023092806;10;12.3;260;eor
722;2023092807;10;11.1;270;eor
722;2023092808;10;9.2;270;eor
722;2023092809;10;7.6;260;eor
722;2023092810;10;4.7;250;eor
722;2023092811;10;3.3;230;eor
722;2023092812;10;3.0;240;eor
722;2023092813;10;1.9;260;eor
722;2023092814;10;2.9;210;eor
722;2023092815;10;3.9;220;eor
722;2023092816;10;3.6;230;eor
722;2023092817;10;4.0;220;eor
722;2023092818;10;4.8;200;eor
722;2023092819;10;7.5;190;eor
722;2023092820;10;9.4;200;eor
722;2023092821;10;10.7;200;eor
722;2023092822;10;12.2;210;eor
722;2023092823;10;11.7;210;eor
722;2023092900;10;12.9;220;eor
722;2023092901;10;13.0;210;eor
722;2023092902;10;16.3;230;eor
722;2023092903;10;16.2;230;eor
722;2023092904;10;15.2;230;eor
722;2023092905;10;16.1;230;eor
722;2023092906;10;15.7;230;eor
722;2023092907;10;14.8;230;eor
722;2023092908;10;14.1;220;eor
722;2023092909;10;14.1;230;eor
722;2023092910;10;14.2;230;eor
722;2023092911;10;13.5;220;eor
722;2023092912;10;13.2;220;eor
722;2023092913;10;12.8;220;eor
722;2023092914;10;12.1;210;eor
722;2023092915;10;13.2;210;eor
722;2023092916;10;13.3;220;eor
722;2023092917;10;13.6;250;eor
722;2023092918;10;15.0;260;eor
722;2023092919;10;15.9;250;eor
722;2023092920;10;12.4;270;eor
722;2023092921;10;9.2;310;eor
722;2023092922;10;11.6;320;eor
722;2023092923;10;9.8;320;eor
722;2023093000;10;10.1;320;eor
722;2023093001;10;10.9;300;eor
722;2023093002;10;11.2;300;eor
722;2023093003;10;9.6;300;eor
722;2023093004;10;8.5;310;eor
722;2023093005;10;7.9;310;eor
722;2023093006;10;8.6;300;eor
722;2023093007;10;8.5;290;eor
722;2023093008;10;8.1;280;eor
722;2023093009;10;7.6;280;eor
722;2023093010;10;6.0;280;eor
722;2023093011;10;4.6;280;eor
722;2023093012;10;3.8;280;eor
722;2023093013;10;4.5;260;eor
722;2023093014;10;5.3;260;eor
722;2023093015;10;5.4;260;eor
722;2023093016;10;5.3;260;eor
722;2023093017;10;5.5;260;eor
722;2023093018;10;7.0;250;eor
722;2023093019;10;8.1;250;eor
722;2023093020;10;9.3;250;eor
722;2023093021;10;9.8;250;eor
722;2023093022;10;9.5;240;eor
722;2023093023;10;9.9;240;eor
722;2023100100;10;10.2;230;eor
722;2023100101;10;10.9;240;eor
722;2023100102;10;9.4;240;eor
722;2023100103;10;9.8;250;eor
722;2023100104;10;9.5;260;eor
722;2023100105;10;9.9;260;eor
722;2023100106;10;10.7;260;eor
722;2023100107;10;10.5;260;eor
722;2023100108;10;10.9;250;eor
722;2023100109;10;10.3;250;eor
722;2023100110;10;8.8;250;eor
722;2023100111;10;8.5;250;eor
722;2023100112;10;8.6;250;eor
722;2023100113;10;9.0;250;eor
722;2023100114;10;8.2;250;eor
722;2023100115;10;7.4;240;eor
722;2023100116;10;7.8;240;eor
722;2023100117;10;9.2;230;eor
722;2023100118;10;8.4;230;eor
722;2023100119;10;8.5;240;eor
722;2023100120;10;9.1;250;eor
722;2023100121;10;9.7;250;eor
722;2023100122;10;9.6;260;eor
722;2023100123;10;9.3;260;eor
722;2023100200;10;10.2;260;eor
722;2023100201;10;10.2;260;eor
722;2023100202;10;10.0;260;eor
722;2023100203;10;10.0;260;eor
722;2023100204;10;9.2;260;eor
722;2023100205;10;9.3;250;eor
722;2023100206;10;10.8;250;eor
722;2023100207;10;10.6;240;eor
722;2023100208;10;10.0;250;eor
722;2023100209;10;10.0;250;eor
722;2023100210;10;9.0;240;eor
722;2023100211;10;8.7;240;eor
722;2023100212;10;8.1;240;eor
722;2023100213;10;7.6;230;eor
722;2023100214;10;8.4;230;eor
722;2023100215;10;7.9;240;eor
722;2023100216;10;7.8;220;eor
722;2023100217;10;8.2;210;eor
722;2023100218;10;9.2;220;eor
722;2023100219;10;10.6;210;eor
722;2023100220;10;11.2;220;eor
722;2023100221;10;13.0;210;eor
722;2023100222;10;13.9;210;eor
722;2023100223;10;15.2;220;eor
722;2023100300;10;15.3;220;eor
722;2023100301;10;15.1;220;eor
722;2023100302;10;15.3;220;eor
722;2023100303;10;19.2;220;eor
722;2023100304;10;20.7;230;eor
722;2023100305;10;21.6;230;eor
722;2023100306;10;20.8;230;eor
722;2023100307;10;21.1;230;eor
722;2023100308;10;19.8;230;eor
722;2023100309;10;19.4;230;eor
722;2023100310;10;19.7;220;eor
722;2023100311;10;20.9;230;eor
722;2023100312;10;20.4;240;eor
722;2023100313;10;17.4;250;eor
722;2023100314;10;15.0;250;eor
722;2023100315;10;18.1;260;eor
722;2023100316;10;17.0;270;eor
722;2023100317;10;13.0;280;eor
722;2023100318;10;13.4;300;eor
722;2023100319;10;15.2;290;eor
722;2023100320;10;17.8;280;eor
722;2023100321;10;17.9;280;eor
722;2023100322;10;18.5;270;eor
722;2023100323;10;19.9;260;eor
722;2023100400;10;18.4;270;eor
722;2023100401;10;16.9;270;eor
722;2023100402;10;16.5;260;eor
722;2023100403;10;16.1;260;eor
722;2023100404;10;15.8;260;eor
722;2023100405;10;14.8;260;eor
722;2023100406;10;14.0;250;eor
722;2023100407;10;14.9;260;eor
722;2023100408;10;15.2;260;eor
722;2023100409;10;14.7;260;eor
722;2023100410;10;13.7;260;eor
722;2023100411;10;11.7;250;eor
722;2023100412;10;11.2;260;eor
722;2023100413;10;10.3;250;eor
722;2023100414;10;11.2;260;eor
722;2023100415;10;10.1;250;eor
722;2023100416;10;11.6;240;eor
722;2023100417;10;12.1;240;eor
722;2023100418;10;13.8;240;eor
722;2023100419;10;15.3;240;eor
722;2023100420;10;16.6;240;eor
722;2023100421;10;17.2;250;eor
722;2023100422;10;17.6;260;eor
722;2023100423;10;17.4;250;eor
722;2023100500;10;19.0;250;eor
722;2023100501;10;18.3;250;eor
722;2023100502;10;17.1;250;eor
722;2023100503;10;17.2;250;eor
722;2023100504;10;17.2;250;eor
722;2023100505;10;15.7;250;eor
722;2023100506;10;14.6;250;eor
722;2023100507;10;15.6;250;eor
722;2023100508;10;16.2;260;eor
722;2023100509;10;15.6;260;eor
722;2023100510;10;16.1;260;eor
722;2023100511;10;15.3;270;eor
722;2023100512;10;15.2;270;eor
722;2023100513;10;14.7;260;eor
722;2023100514;10;14.5;270;eor
722;2023100515;10;11.9;270;eor
722;2023100516;10;11.4;270;eor
722;2023100517;10;10.7;260;eor
722;2023100518;10;10.4;250;eor
722;2023100519;10;11.2;260;eor
722;2023100520;10;10.1;260;eor
722;2023100521;10;10.2;260;eor
722;2023100522;10;10.7;270;eor
722;2023100523;10;10.6;270;eor
722;2023100600;10;10.3;270;eor
722;2023100601;10;8.8;260;eor
722;2023100602;10;9.9;250;eor
722;2023100603;10;11.3;240;eor
722;2023100604;10;12.9;240;eor
722;2023100605;10;12.9;240;eor
722;2023100606;10;12.8;230;eor
722;2023100607;10;13.4;230;eor
722;2023100608;10;13.2;240;eor
722;2023100609;10;13.3;230;eor
722;2023100610;10;15.5;240;eor
722;2023100611;10;16.5;240;eor
722;2023100612;10;15.6;240;eor
722;2023100613;10;13.8;230;eor
722;2023100614;10;12.5;230;eor
722;2023100615;10;13.7;230;eor
722;2023100616;10;14.6;230;eor
722;2023100617;10;16.7;240;eor
722;2023100618;10;18.8;240;eor
722;2023100619;10;17.7;250;eor
722;2023100620;10;17.4;250;eor
722;2023100621;10;16.6;260;eor
722;2023100622;10;18.3;260;eor
722;2023100623;10;19.9;260;eor
722;2023100700;10;19.4;260;eor
722;2023100701;10;20.2;260;eor
722;2023100702;10;20.1;260;eor
722;2023100703;10;19.1;260;eor
722;2023100704;10;18.1;260;eor
722;2023100705;10;17.7;260;eor
722;2023100706;10;17.0;270;eor
722;2023100707;10;17.5;270;eor
722;2023100708;10;16.1;270;eor
722;2023100709;10;17.0;260;eor
722;2023100710;10;17.9;250;eor
722;2023100711;10;17.8;250;eor
722;2023100712;10;19.8;260;eor
722;2023100713;10;19.8;260;eor
722;2023100714;10;19.0;260;eor
722;2023100715;10;19.2;260;eor
722;2023100716;10;19.4;250;eor
722;2023100717;10;19.1;250;eor
722;2023100718;10;20.1;260;eor
722;2023100719;10;21.4;260;eor
722;2023100720;10;21.2;260;eor
722;2023100721;10;21.5;270;eor
722;2023100722;10;21.5;270;eor
722;2023100723;10;18.9;280;eor
722;2023100800;10;17.4;280;eor
722;2023100801;10;15.8;290;eor
722;2023100802;10;7.8;340;eor
722;2023100803;10;8.7;350;eor
722;2023100804;10;7.9;340;eor
722;2023100805;10;9.7;350;eor
722;2023100806;10;10.5;360;eor
722;2023100807;10;11.2;360;eor
722;2023100808;10;10.8;10;eor
722;2023100809;10;9.8;10;eor
722;2023100810;10;8.0;10;eor
722;2023100811;10;5.8;360;eor
722;2023100812;10;3.1;350;eor
722;2023100813;10;2.6;250;eor
722;2023100814;10;3.5;210;eor
722;2023100815;10;2.2;170;eor
722;2023100816;10;2.3;220;eor
722;2023100817;10;1.6;270;eor
722;2023100818;10;1.6;180;eor
722;2023100819;10;5.9;210;eor
722;2023100820;10;5.9;210;eor
722;2023100821;10;7.2;210;eor
722;2023100822;10;7.4;220;eor
722;2023100823;10;8.9;240;eor
722;2023100900;10;12.3;250;eor
722;2023100901;10;13.5;260;eor
722;2023100902;10;14.2;260;eor
722;2023100903;10;14.8;280;eor
722;2023100904;10;14.9;270;eor
722;2023100905;10;16.0;270;eor
722;2023100906;10;16.3;280;eor
722;2023100907;10;15.9;280;eor
722;2023100908;10;15.2;280;eor
722;2023100909;10;16.6;280;eor
722;2023100910;10;17.5;280;eor
722;2023100911;10;17.0;270;eor
722;2023100912;10;16.8;270;eor
722;2023100913;10;14.1;280;eor
722;2023100914;10;13.2;280;eor
722;2023100915;10;12.5;290;eor
722;2023100916;10;12.2;290;eor
722;2023100917;10;12.2;290;eor
722;2023100918;10;11.5;290;eor
722;2023100919;10;11.4;290;eor
722;2023100920;10;10.2;290;eor
722;2023100921;10;10.1;300;eor
722;2023100922;10;10.3;290;eor
722;2023100923;10;8.6;290;eor
722;2023101000;10;9.5;290;eor
722;2023101001;10;10.4;280;eor
722;2023101002;10;10.2;290;eor
722;2023101003;10;11.4;280;eor
722;2023101004;10;12.4;280;eor
722;2023101005;10;11.9;280;eor
722;2023101006;10;11.9;280;eor
722;2023101007;10;11.2;280;eor
722;2023101008;10;9.5;280;eor
722;2023101009;10;8.9;280;eor
722;2023101010;10;8.5;290;eor
722;2023101011;10;7.1;270;eor
722;2023101012;10;7.9;250;eor
722;2023101013;10;11.0;240;eor
722;2023101014;10;11.2;250;eor
722;2023101015;10;12.0;240;eor
722;2023101016;10;12.3;240;eor
722;2023101017;10;11.4;250;eor
722;2023101018;10;10.5;250;eor
722;2023101019;10;11.3;250;eor
722;2023101020;10;12.4;250;eor
722;2023101021;10;13.6;240;eor
722;2023101022;10;14.6;240;eor
722;2023101023;10;14.8;240;eor
722;2023101100;10;16.1;240;eor
722;2023101101;10;18.6;240;eor
722;2023101102;10;21.8;240;eor
722;2023101103;10;24.1;250;eor
722;2023101104;10;23.4;250;eor
722;2023101105;10;22.1;250;eor
722;2023101106;10;20.2;240;eor
722;2023101107;10;18.8;240;eor
722;2023101108;10;17.7;240;eor
722;2023101109;10;17.8;240;eor
722;2023101110;10;17.6;230;eor
722;2023101111;10;18.2;240;eor
722;2023101112;10;20.2;240;eor
722;2023101113;10;19.0;230;eor
722;2023101114;10;19.3;230;eor
722;2023101115;10;18.5;230;eor
722;2023101116;10;18.4;230;eor
722;2023101117;10;18.1;230;eor
722;2023101118;10;19.6;230;eor
722;2023101119;10;20.0;230;eor
722;2023101120;10;20.8;230;eor
722;2023101121;10;21.7;230;eor
722;2023101122;10;20.8;240;eor
722;2023101123;10;18.8;240;eor
722;2023101200;10;17.9;240;eor
722;2023101201;10;18.2;250;eor
722;2023101202;10;17.9;250;eor
722;2023101203;10;16.9;250;eor
722;2023101204;10;16.9;250;eor
722;2023101205;10;17.9;260;eor
722;2023101206;10;16.8;260;eor
722;2023101207;10;14.2;260;eor
722;2023101208;10;14.6;260;eor
722;2023101209;10;13.2;250;eor
722;2023101210;10;12.1;250;eor
722;2023101211;10;12.0;260;eor
722;2023101212;10;10.9;250;eor
722;2023101213;10;12.3;250;eor
722;2023101214;10;12.5;250;eor
722;2023101215;10;12.3;250;eor
722;2023101216;10;11.5;250;eor
722;2023101217;10;10.4;250;eor
722;2023101218;10;11.0;250;eor
722;2023101219;10;11.0;230;eor
722;2023101220;10;11.5;230;eor
722;2023101221;10;10.9;230;eor
722;2023101222;10;10.7;240;eor
722;2023101223;10;12.2;240;eor
722;2023101300;10;12.6;240;eor
722;2023101301;10;12.9;240;eor
722;2023101302;10;14.0;240;eor
722;2023101303;10;14.0;240;eor
722;2023101304;10;15.8;240;eor
722;2023101305;10;15.4;230;eor
722;2023101306;10;15.4;230;eor
722;2023101307;10;17.8;220;eor
722;2023101308;10;20.2;230;eor
722;2023101309;10;20.0;230;eor
722;2023101310;10;21.8;230;eor
722;2023101311;10;20.6;230;eor
722;2023101312;10;20.3;220;eor
722;2023101313;10;18.9;220;eor
722;2023101314;10;20.6;220;eor
722;2023101315;10;20.0;220;eor
722;2023101316;10;21.1;230;eor
722;2023101317;10;21.7;230;eor
722;2023101318;10;20.5;220;eor
722;2023101319;10;20.6;220;eor
722;2023101320;10;18.2;220;eor
722;2023101321;10;20.1;220;eor
722;2023101322;10;21.9;220;eor
722;2023101323;10;25.7;220;eor
722;2023101400;10;25.5;230;eor
722;2023101401;10;26.5;230;eor
722;2023101402;10;29.1;230;eor
722;2023101403;10;27.6;230;eor
722;2023101404;10;24.5;240;eor
722;2023101405;10;18.8;260;eor
722;2023101406;10;14.5;290;eor
722;2023101407;10;15.5;290;eor
722;2023101408;10;15.4;290;eor
722;2023101409;10;16.9;280;eor
722;2023101410;10;15.8;270;eor
722;2023101411;10;13.9;270;eor
722;2023101412;10;12.6;270;eor
722;2023101413;10;11.6;260;eor
722;2023101414;10;10.0;270;eor
722;2023101415;10;11.3;270;eor
722;2023101416;10;9.5;270;eor
722;2023101417;10;8.0;280;eor
722;2023101418;10;13.5;270;eor
722;2023101419;10;14.2;270;eor
722;2023101420;10;15.0;270;eor
722;2023101421;10;14.9;270;eor
722;2023101422;10;15.4;270;eor
722;2023101423;10;15.1;270;eor
722;2023101500;10;15.5;270;eor
722;2023101501;10;14.7;270;eor
722;2023101502;10;15.5;260;eor
722;2023101503;10;14.4;260;eor
722;2023101504;10;15.2;260;eor
722;2023101505;10;14.7;260;eor
722;2023101506;10;13.9;260;eor
722;2023101507;10;14.4;260;eor
722;2023101508;10;12.7;270;eor
722;2023101509;10;12.4;270;eor
722;2023101510;10;12.6;270;eor
722;2023101511;10;11.4;280;eor
722;2023101512;10;11.2;290;eor
722;2023101513;10;11.4;290;eor
722;2023101514;10;11.7;290;eor
722;2023101515;10;11.6;290;eor
722;2023101516;10;11.7;290;eor
722;2023101517;10;12.6;280;eor
722;2023101518;10;12.8;280;eor
722;2023101519;10;14.3;280;eor
722;2023101520;10;14.3;290;eor
722;2023101521;10;13.0;290;eor
722;2023101522;10;13.7;280;eor
722;2023101523;10;13.6;280;eor
722;2023101600;10;13.9;280;eor
722;2023101601;10;14.7;280;eor
722;2023101602;10;13.6;280;eor
722;2023101603;10;13.5;280;eor
722;2023101604;10;13.3;280;eor
722;2023101605;10;12.1;290;eor
722;2023101606;10;10.6;290;eor
722;2023101607;10;9.4;290;eor
722;2023101608;10;9.6;280;eor
722;2023101609;10;9.7;280;eor
722;2023101610;10;9.2;280;eor
722;2023101611;10;7.9;280;eor
722;2023101612;10;6.7;280;eor
722;2023101613;10;6.2;280;eor
722;2023101614;10;5.0;280;eor
722;2023101615;10;4.2;270;eor
722;2023101616;10;5.0;280;eor
722;2023101617;10;4.4;290;eor
722;2023101618;10;5.3;300;eor
722;2023101619;10;5.7;320;eor
722;2023101620;10;4.3;330;eor
722;2023101621;10;3.5;360;eor
722;2023101622;10;2.6;20;eor
722;2023101623;10;1.4;20;eor
722;2023101700;10;0.8;120;eor
722;2023101701;10;1.7;160;eor
722;2023101702;10;1.8;160;eor
722;2023101703;10;1.4;150;eor
722;2023101704;10;1.3;200;eor
722;2023101705;10;1.9;200;eor
722;2023101706;10;1.3;350;eor
722;2023101707;10;1.5;130;eor
722;2023101708;10;1.8;150;eor
722;2023101709;10;2.5;170;eor
722;2023101710;10;2.8;170;eor
722;2023101711;10;3.6;170;eor
722;2023101712;10;3.8;160;eor
722;2023101713;10;3.2;160;eor
722;2023101714;10;2.2;150;eor
